"link","updated","title","summary"
"https://www.gov.uk/government/publications/london-2012-media-impact-study","2013-07-18T23:00:08Z","London 2012 media impact study","A media research paper, investigating the impact of the Games on print media regarding disability, the reputation of the UK and perceptions of East London"
"https://www.gov.uk/government/publications/report-5-post-games-evaluation-meta-evaluation-of-the-impacts-and-legacy-of-the-london-2012-olympic-and-paralympic-games","2013-07-18T23:00:04Z","Report 5: Post Games evaluation: Meta-evaluation of the impacts and legacy of the London 2012 Olympic and Paralympic Games","Report 5 of the London 2012 meta-<mark>evaluation</mark> provides a post-Games assessment of impacts"
"https://www.gov.uk/government/publications/evaluation-of-childrens-centres-in-england-strand-3-delivery-of-family-services-by-childrens-centres","2013-07-18T10:48:23Z","Evaluation of children's centres in England: strand 3 - delivery of family services by children’s centres","This is the fourth report from the <mark>evaluation</mark> of children’s centres in England, a 6-year study commissioned by the Department for Education."
"https://www.gov.uk/government/publications/literature-review-for-the-iea-annex-36-on-quality-of-installation-and-maintenance-of-heat-pumps","2013-07-18T10:00:33Z","Literature Review for the IEA Annex 36 on Quality of Installation and Maintenance of Heat Pumps","This literature review forms part of  DECC’s contribution to the IEA Heat Pump Implementing Agreement Annex on Quality of Installation &amp; Maintenance of Heat Pumps."
"https://www.gov.uk/government/publications/economic-relationship-between-the-united-kingdom-and-ireland-evaluating-the-value","2013-07-18T09:00:00Z","Economic relationship between the United Kingdom and Ireland: evaluating the value","Analyses of the value of the economic relationship between the United Kingdom and Ireland."
"https://www.gov.uk/government/publications/tax-for-business-self-assessment-campaign-2012-to-2013","2013-07-15T23:00:00Z","Tax for Business Self Assessment campaign: 2012 to 2013","Research on HMRC&#x27;s 2012 to 2013 Tax for Business Self Assessment campaign."
"https://www.gov.uk/government/publications/pensions-portfolio-communications-tracking-research-march-2013","2013-07-12T08:00:01Z","Pensions portfolio: communications tracking research, March 2013","Findings of research designed to enable DWP to track attitudes and behaviours in relation to pensions and later life and automatic enrolment, March 2013."
"https://www.gov.uk/government/publications/lone-parent-obligations-an-impact-assessment-rr845","2013-07-11T07:07:49Z","Lone Parent Obligations: an impact assessment (RR845)","Final report in a set of <mark>evaluation</mark> reports into conditionality changes for lone parents introduced in November 2008."
"https://www.gov.uk/government/publications/impact-assessment-opinions-all-published-opinions-from-2012","2013-07-04T23:00:00Z","Impact assessment opinions: all published opinions from 2012","<mark>Evaluations</mark> of all the impact assessments submitted to the Regulatory Policy Committee in 2012"
"https://www.gov.uk/government/publications/evaluation-of-the-work-choice-specialist-disability-employment-programme-rr846","2013-07-04T12:31:30Z","Evaluation of the Work Choice Specialist Disability Employment Programme (RR846)","<mark>Evaluation</mark> of the Work Choice Specialist Disability Employment Programme: findings from the 2011 Early Implementation and 2012 Steady State Waves of the research."
"https://www.gov.uk/government/publications/evaluation-of-pupil-premium","2013-07-02T08:30:00Z","Evaluation of pupil premium","Research into how schools are spending the pupil premium and what they plan to do with the funding in future years."
"https://www.gov.uk/government/publications/copyright-and-the-regulation-of-orphan-works","2013-07-02T08:00:00Z","Copyright and the regulation of orphan works","A comparative review of seven jurisdictions and a rights clearance simulation."
"https://www.gov.uk/government/publications/investors-in-people-evaluation-employer-case-studies","2013-06-30T23:00:00Z","Investors in People Evaluation Employer Case Studies: Year 2","Second year report on the Investors in People Standard as part of a 2 year <mark>evaluation</mark> project."
"https://www.gov.uk/government/statistics/work-programme-costs-to-31-march-2013","2013-06-27T08:30:00Z","Work Programme – costs to 31 March 2013","Financial information on Work Programme costs to provide additional context for the official statistics."
"https://www.gov.uk/government/publications/work-programme-evaluation-findings-from-the-first-phase-of-qualitative-research-on-programme-delivery-rr821","2013-06-25T13:42:29Z","Work Programme evaluation: Findings from the first phase of qualitative research on programme delivery (RR821)","This is the first in a series of <mark>evaluation</mark> reports aiming to understand experiences of the Work Programme."
"https://www.gov.uk/government/publications/work-programme-evaluation-procurement-supply-chains-and-implementation-of-the-commissioning-model-rr832","2013-06-25T13:39:50Z","Work Programme Evaluation: Procurement, supply chains and implementation of the commissioning model","An <mark>evaluation</mark> of the DWP Work Programme commissioning model."
"https://www.gov.uk/government/publications/mining-health-initiative","2013-06-25T08:01:00Z","Mining Health Initiative","Understanding how the mining sector can contribute to better health in low income countries"
"https://www.gov.uk/government/publications/evaluation-of-subject-knowledge-enhancement-courses-annual-report-2011-to-2012","2013-06-24T23:15:00Z","Evaluation of subject knowledge enhancement courses: final report","Research report presenting the final annual report of the subject knowledge enhancement courses programme."
"https://www.gov.uk/government/publications/impact-assessment-opinion-mesothelioma-claims","2013-06-24T23:00:00Z","Impact assessment opinion: mesothelioma claims","<mark>Evaluation</mark> of MOJ impact assessment of mesothelioma pre-action protocol and fixed cost regime."
"https://www.gov.uk/government/publications/ordnance-survey-open-data-economic-value-study","2013-06-19T10:05:00Z","Ordnance Survey open data: economic value study","<mark>Evaluates</mark> the economic effects and benefits of open data produced by Ordnance Survey."
"https://www.gov.uk/government/publications/impact-assessment-opinion-aligning-licences","2013-06-17T23:00:00Z","Impact assessment opinion: aligning licences","<mark>Evaluation</mark> of the DCMS impact assessment of the power for Ofcom to align Multiplex (Mux) and Public Service Broadcast (PSB) licences."
"https://www.gov.uk/government/publications/evaluation-of-the-consultative-group-to-assist-to-the-poor-phase-iv-mid-term-report","2013-06-17T13:52:00Z","Evaluation of the Consultative Group to Assist to the poor -  Phase IV Mid-Term Report","<mark>Evaluation</mark> of the Consultative Group to Assist to the poot Phase IV Mid-Term Report."
"https://www.gov.uk/government/publications/evaluation-of-the-mathematics-specialist-teacher-mast-programme","2013-06-13T23:15:00Z","Mathematics specialist teacher (MaST) programme: evaluation","A report <mark>evaluating</mark> the programme to improve maths teaching in primary schools."
"https://www.gov.uk/government/publications/evaluation-of-dfid-support-to-healthcare-workers-salaries-in-sierra-leone","2013-06-13T10:44:00Z","Evaluation of DFID support to healthcare workers' salaries in Sierra Leone","Independent <mark>evaluation</mark> looking at impact of DFID support to the healthcare worker salary programme in Sierra Leone."
"https://www.gov.uk/government/publications/evaluation-of-sierra-leones-youth-reproductive-health-programme-2007-2012","2013-06-13T10:26:00Z","Evaluation of Sierra Leone’s Youth Reproductive Health Programme 2007–2012","<mark>Evaluation</mark> of Sierra Leone’s Youth Reproductive Health Programme 2007–2012 implemented by Restless Development Sierra Leone…"
"https://www.gov.uk/government/publications/evaluation-of-the-joint-financing-arrangement-to-un-economic-commission-for-africa","2013-06-13T10:12:00Z","Evaluation of the Joint Financing Arrangement II (JFA II) Support of Pooled Fund Partners to the 2010–2012  ECA Business Plan","<mark>Evaluation</mark> of the Joint Financing Arrangement II (JFA II) Support of Pooled Fund Partners to the 2010–2012  ECA Business Plan."
"https://www.gov.uk/government/publications/impact-assessment-opinion-switching-of-bundled-services","2013-06-12T23:00:00Z","Impact assessment opinion: switching of bundled services","<mark>Evaluation</mark> of DCMS impact assessment of switching of bundled services (Communications Review)."
