"documents","keywords"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205168/delivery-domestic-abuse-programmes.pdf","interview, evaluation, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205169/court-experience-adults-6.pdf","interview, impact, evaluation, survey, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205170/court-experience-adults-5.pdf","interview, impact, evaluation, performance, monitoring, systematic review, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205171/court-experience-adults-4.pdf","interview, impact, evaluation, case study, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205172/court-experience-adults-3.pdf","interview, impact, evaluation, realist, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205173/court-experience-adults-2.pdf","interview, impact, evaluation, case study, monitoring, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205174/court-experience-adults-1.pdf","interview, impact, evaluation, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205175/confidence-cjs-british-crime-survey.pdf","survey, interview, performance, impact, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205176/conditional-cautions-unpaid-reparative-work-pilot.pdf","interview, monitoring, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205384/DFE-RB275.pdf","impact, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205616/Management-Response-pub-sector-gov-reform-evaluation.pdf","evaluation, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205939/DFE-RB276A.pdf","evaluation, impact, survey, interview, focus group, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/205940/DFE-RB276B.pdf","evaluation, impact, case study, survey, interview, focus group, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/206088/GOV.UK_content_principles.pdf","experimental, performance, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/206747/evaluation-joint-financing-UN-econ-com-Africa.pdf","evaluation, focus group, performance, impact, interview, monitoring, realist, survey, consultative, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/206755/eval-resteless-dev-Sierra-Leone-youth-rep-health-prog-2007-2012.pdf","evaluation, impact, survey, interview, focus group, rct, randomised control trial, monitoring, experimental, consultative"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/206756/Man-response-eval-restless-dev-Sierra-Leone-youth-rep-health-prog-2007-2012.pdf","evaluation, impact, monitoring, experimental, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/206761/evaluation-support-healthcare-workers-salaries-Sierra-Leone.pdf","evaluation, impact, monitoring, survey, interview, performance, systematic review, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/206762/man-response-eval-support-healthcare-workers-salaries-Sierra-Leone.pdf","evaluation, monitoring, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/206773/DFE-RR274.pdf","evaluation, impact, survey, interview, performance, monitoring, propensity score matching, randomised control trial, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207124/Evaluation-Somalia-stability-programme-pilot.pdf","evaluation, impact, randomised control trial, monitoring, performance, survey, interview, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207125/man-response-somalia-stability-programme.pdf","evaluation, impact, rct, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207126/Evaluation-social-economic-impact-tuungane.pdf","impact, survey, monitoring, evaluation, performance, interview, focus group, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207363/evaluation-mid-term-cons-group-assist-poor.pdf","evaluation, consultative, performance, impact, focus group, survey, interview, monitoring, experimental, rct, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207463/rrep825.pdf","evaluation, case study, performance, interview, monitoring, impact, survey, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207464/825summ.pdf","evaluation, performance, case study, interview, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207488/rrep833.pdf","case study, evaluation, impact, interview, focus group, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207489/833summ.pdf","case study, interview, evaluation, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207514/rrep835.pdf","survey, impact, focus group, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207515/835summ.pdf","survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207518/rrep836.pdf","evaluation, case study, interview, performance, focus group, impact, survey, realist, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207519/836summ.pdf","evaluation, interview, case study, focus group, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207522/rrep840.pdf","evaluation, survey, interview, impact, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207523/840summ.pdf","evaluation, survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207526/841summ.pdf","evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207534/rrep842.pdf","survey, evaluation, interview, impact, monitoring, performance, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207535/842summ.pdf","interview, survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207539/rrep844.pdf","case study, impact, interview, evaluation, survey, performance, monitoring, systematic review, focus group, cost benefit analysis, rct, experimental, randomised control trial"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207540/844summ.pdf","case study, survey, interview, impact, evaluation, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207692/bis-13-950-assessing-value-of-opendata-to-economy-of-great-britain.pdf","survey, impact, case study, evaluation, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207749/Main_text_-_SFR19_2013.pdf","experimental, evaluation, survey, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207759/Technical_Note_-_SFR19_2013.pdf","performance, experimental, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207875/Cox_Is_the_West_Down_and_Out.pdf","impact, survey, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/207876/Cox_Is_the_West_Down_and_Out_Cn.pdf","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/208547/MHI-Report.pdf","case study, monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/208548/MHI-good-practice-guidelines.pdf","impact, monitoring, evaluation, survey, performance, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/208594/dsa-evaulation-of-a-new-learning-to-drive-syllabus-and-process-in-great-britain.pdf","evaluation, impact, systematic review, monitoring, focus group, interview, experimental, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/209260/wp-costs-to-31-march-2013.pdf","evaluation, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/210063/DFE-RB282.pdf","evaluation, impact, survey, case study, monitoring, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/210165/MHI-leaflet.pdf","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/210166/MHI-LitReview-Key-Findings-120210.pdf","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/210167/MHI-Short-analytic-framework.pdf","impact, evaluation, performance, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/210168/MHI-Case-Study-toolkit.pdf","case study, impact, interview, focus group, evaluation, survey, monitoring, performance"
